pmid,first_author,lab_pi,lab,year,dataset_description,experiment_description,assay_term_id,assay_term_name,biosample_id,biosample_term_name,strain_background,experiment_dbxref,datafile_name,gbrowse_category,old_category,category,label,key
19092803,Kaplan,"Segal, Eran",Weizmann Institute of Science,2009,"S0106_avg_occ.txt.gz supplied by the authors on their supplementary website: http://genie.weizmann.ac.il/software/nucleo_genome.html; is a map of the log-normalized predicted probability for each position in teh genome to be covered by a nucleosome, under an assumed equilibrium between all feasible (i.e., non-overlapping) nucleosome configurations.","Kaplan et al. measured the genome-wide occupancy of nucleosomes assembled on purified yeast genomic DNA to determine the importance of nucleosome DNA sequence preferences. The resulting was compared to in vivo nucleosome maps generated in three different growth conditions (YPD, ethanol, and galactose). Using the in vitro data, they devised a computational model of nucleosome sequence preferences.",OBI:0001924,micrococcal nuclease digestion followed by high throughput sequencing assay,OBI:0001051,DNA extract,Other,GSE13622,http://downloads.yeastgenome.org/published_datasets/Kaplan_2009_PMID_19092803/track_files/Kaplan_2009_predicted_average_nucleosome_occupancy_V64.wig,chromatin structure,chromatin organization,chromatin organization,predicted_average_nucleosome_occupancy_kaplan,Kaplan_2009_predicted_average_nucleosome_occupancy_V64
19092803,Kaplan,"Segal, Eran",Weizmann Institute of Science,2009,S0106_model_score.txt.gz supplied by the authors on their supplementary website: http://genie.weizmann.ac.il/software/nucleo_genomes.html; is a map of the model score assigned to each 147bp sequence in the genome for its positioning potential.,"Kaplan et al. measured the genome-wide occupancy of nucleosomes assembled on purified yeast genomic DNA to determine the importance of nucleosome DNA sequence preferences. The resulting was compared to in vivo nucleosome maps generated in three different growth conditions (YPD, ethanol, and galactose). Using the in vitro data, they devised a computational model of nucleosome sequence preferences.",OBI:0001924,micrococcal nuclease digestion followed by high throughput sequencing assay,OBI:0001051,DNA extract,Other,GSE13622,http://downloads.yeastgenome.org/published_datasets/Kaplan_2009_PMID_19092803/track_files/Kaplan_2009_predicted_nucleosome_positioning_model_score_V64.wig,chromatin structure,chromatin organization,chromatin organization,predicted_nucleosome_positioning_model_score_kaplan,Kaplan_2009_predicted_nucleosome_positioning_model_score_V64
19092803,Kaplan,"Segal, Eran",Weizmann Institute of Science,2009,YPD_dMean_log2_sMOL.chv.gz supplied by the authors on their supplementary website: http://genie.weizmann.ac.il/pubs/nucleosomes08/nucleosomes08_data.html; is a map of the log-normalized in vivo nucleosome occupancy in yeasts grown in YPD. THe values are the replicate-averaged ratio between the number of reads that cover that basepair and the average number of reads per basepair across the genome. The genomic mean in each sample is set to zero by subtracting the genome-wide mean from every basepair.,"Kaplan et al. measured the genome-wide occupancy of nucleosomes assembled on purified yeast genomic DNA to determine the importance of nucleosome DNA sequence preferences. The resulting was compared to in vivo nucleosome maps generated in three different growth conditions (YPD, ethanol, and galactose). Using the in vitro data, they devised a computational model of nucleosome sequence preferences.",OBI:0001924,micrococcal nuclease digestion followed by high throughput sequencing assay,OBI:0001051,DNA extract,Other,GSE13622,http://downloads.yeastgenome.org/published_datasets/Kaplan_2009_PMID_19092803/track_files/Kaplan_2009_YPD_nucleosome_occupancy_map_dMean_log2_sMOL_V64.wig,chromatin structure,chromatin organization,chromatin organization,YPD_nucleosome_occupancy_map_dMean_log2_sMOL,YPD_nucleosome_occupancy_map_dMean_log2_sMOL_V64
19092803,Kaplan,"Segal, Eran",Weizmann Institute of Science,2009,YPEtOH_dMean_log2_sMOL.chv.gz supplied by the authors on their supplementary website: http://genie.weizmann.ac.il/pubs/nucleosomes08/nucleosomes08_data/html; is a map of the log-normalized in vivo nucleosome occupancy in yeasts grown in EtOH. The values are the replicate-averaged ratio between the number of reads that cover that basepair and the average number of reads per basepair across the genome. The genomic mean in each sample is set to zero by subtracting the genome-wide mean from every basepair.,"Kaplan et al. measured the genome-wide occupancy of nucleosomes assembled on purified yeast genomic DNA to determine the importance of nucleosome DNA sequence preferences. The resulting was compared to in vivo nucleosome maps generated in three different growth conditions (YPD, ethanol, and galactose). Using the in vitro data, they devised a computational model of nucleosome sequence preferences.",OBI:0001924,micrococcal nuclease digestion followed by high throughput sequencing assay,OBI:0001051,DNA extract,Other,GSE13622,http://downloads.yeastgenome.org/published_datasets/Kaplan_2009_PMID_19092803/track_files/Kaplan_2009_YPEtOH_nucleosome_occupancy_map_dMean_log2_sMOL_V64.wig,chromatin structure,chromatin organization,chromatin organization,YPEtOH_nucleosome_occupancy_map_dMean_log2_sMOL,YPEtOH_nucleosome_occupancy_map_dMean_log2_sMOL_V64
19092803,Kaplan,"Segal, Eran",Weizmann Institute of Science,2009,YPGal_dMean_log2_sMOL.chv.gz supplied by the authors on their supplementary website: http://genie.weizmann.ac.il/pubs/nucleosomes08/nucleosomes08_data/html; is a map of the log-normalized in vivo nucleosome occupancy in yeasts grown in galactose. The values are the replicate-averaged ratio between the number of reads that cover that basepair and the average number of reads per basepair across the genome. The genomic mean in each sample is set to zero by subtracting the genome-wide mean from every basepair.,"Kaplan et al. measured the genome-wide occupancy of nucleosomes assembled on purified yeast genomic DNA to determine the importance of nucleosome DNA sequence preferences. The resulting was compared to in vivo nucleosome maps generated in three different growth conditions (YPD, ethanol, and galactose). Using the in vitro data, they devised a computational model of nucleosome sequence preferences.",OBI:0001924,micrococcal nuclease digestion followed by high throughput sequencing assay,OBI:0001051,DNA extract,Other,GSE13622,http://downloads.yeastgenome.org/published_datasets/Kaplan_2009_PMID_19092803/track_files/Kaplan_2009_YPGal_nucleosome_occupancy_map_dMean_log2_sMOL_V64.wig,chromatin structure,chromatin organization,chromatin organization,YPGal_nucleosome_occupancy_map_dMean_log2_sMOL,YPGal_nucleosome_occupancy_map_dMean_log2_sMOL_V64
17873876,Lee,"Nislow, Corey",UBC,2007,lee_nuc_hyb.wig & analyzed_data_complete_bw20.txt supplied by the authors on their supplementary websites: http://hugheslab.ccbr.utoronto.ca/supplementary-data/tillo/nucleosomes/ and http://chemogenomics.stanford.edu/supplements/03nuc/ respectively. The values in this file represent the normalized log ratios determined by the Affymetrix Tiling Analysis Software probe signal intensity analysis using three nucleosomal experiments as 'treatment' and three whole-genome samples as 'control' in a two-sample analysis of the measured tiling array intensities.,"Lee et al. measured the genome-wide occupancy of S. cerevisiae nucleosomes using tiling arrays, identifying over 70,000 positionined nucleosomes occupying 81% of the genome.",OBI:mndftaa_xxx,micrococcal nuclease digestion followed by tiling array assay,OBI:0001051,DNA extract,S288C,E-MEXP-1172,http://downloads.yeastgenome.org/published_datasets/Lee_2007_PMID_17873876/track_files/Lee_2007_log_ratio_nucleosome_occupancy_V64.bedgraph,chromatin structure,chromatin organization,chromatin organization,Nucelosome_occupancy,Lee_2007_log_ratio_nucleosome_occupancy_V64
17873876,Lee,"Nislow, Corey",UBC,2007,"lee_lasso_model.wig and lasso_model_scores.txt supplied by the authors on their supplementary website: http://hugheslab.ccbr.utoronto.ca/supplementary-data/tillo/nucleosomes/. The values in this file represent the output of a linear regression model (Lasso) built using sequence-based inputs that are known or thought to influence nucleosome positioning (refer to paper for list of features), trained on the measured tiling array data over chromosomes 1 to 8.","Lee et al. measured the genome-wide occupancy of S. cerevisiae nucleosomes using tiling arrays, identifying over 70,000 positionined nucleosomes occupying 81% of the genome.",OBI:mndftaa_xxx,micrococcal nuclease digestion followed by tiling array assay,OBI:0001051,DNA extract,S288C,E-MEXP-1172,http://downloads.yeastgenome.org/published_datasets/Lee_2007_PMID_17873876/track_files/Lee_2007_predicted_nucleosome_occupancy_Lasso_model_V64.bedgraph,chromatin structure,chromatin organization,chromatin organization,Predicted_nucleosome_occupancy_lasso_model,Lee_2007_predicted_nucleosome_occupancy_Lasso_model_V64
24532716,Hu,"Tyler, Jessica K.",University of Texas,2014,Nucleosome loss leads to global transcriptional up-regulation and genomic instability during yeast aging,Genome-wide measurement of nucleosome occupancy during cell aging,OBI:0001924,MNase-seq assay,OBI:0001051,DNA extract,S288C,GSE47023,Hu_2014_PMID_24532712/track_files/Hu_2014_nucleosome_old_avg_V64.bw,,chromatin organization,chromatin organization,old_cells_nucleosomes,Hu_2014_nucleosome_old_avg_V64
24532716,Hu,"Tyler, Jessica K.",University of Texas,2014,Nucleosome loss leads to global transcriptional up-regulation and genomic instability during yeast aging,Genome-wide measurement of nucleosome occupancy during cell aging,OBI:0001924,MNase-seq assay,OBI:0001051,DNA extract,S288C,GSE47023,Hu_2014_PMID_24532712/track_files/Hu_2014_nucleosome_over_avg_V64.bw,,chromatin organization,chromatin organization,old_cells_histone_overexpression_nucleosomes,Hu_2014_nucleosome_over_avg_V64
24532716,Hu,"Tyler, Jessica K.",University of Texas,2014,Nucleosome loss leads to global transcriptional up-regulation and genomic instability during yeast aging,Genome-wide measurement of nucleosome occupancy during cell aging,OBI:0001924,MNase-seq assay,OBI:0001051,DNA extract,S288C,GSE47023,Hu_2014_PMID_24532712/track_files/Hu_2014_nucleosome_young_avg_V64.bw,,chromatin organization,chromatin organization,young_cells_nucleosomes,Hu_2014_nucleosome_young_avg_V64
25299594,Schaughnency,"Corden, Jeffrey L.",Johns Hopkins Medical School,2014,"Genome-wide mapping of yeast RNA polymerase II termination on minus strand in Nrd1p-FRB strain, no rapamycin",Genome-wide identification of transcription terminations sites; pA pathway and non-polyadenylation pathway in strains missing Sen1p or Nrd1p,NTR:,PAR-CLIP,OBI:0000895,total RNA extract,W303,GSE56435,Schaughnency_2014_PMID_25299594/track_files/Schaughency_2014_NrdMinusComp_norm_FullReadMinusStrand_V64.bw,,transcriptional regulation,transcriptional regulation,nrdMinusComp_norm_FullReadMinusStrand,Schaughency_2014_NrdMinusComp_norm_FullReadMinusStrand_V64
25299594,Schaughnency,"Corden, Jeffrey L.",Johns Hopkins Medical School,2014,"Genome-wide mapping of yeast RNA polymerase II termination on plus strand in Nrd1p-FRB strain, no rapamycin",Genome-wide identification of transcription terminations sites; pA pathway and non-polyadenylation pathway in strains missing Sen1p or Nrd1p,NTR:,PAR-CLIP,OBI:0000895,total RNA extract,W303,GSE56435,Schaughnency_2014_PMID_25299594/track_files/Schaughency_2014_NrdMinusComp_norm_FullReadPlusStrand_V64.bw,,transcriptional regulation,transcriptional regulation,nrdMinusComp_norm_FullReadPlusStrand,Schaughency_2014_NrdMinusComp_norm_FullReadPlusStrand_V64
25299594,Schaughnency,"Corden, Jeffrey L.",Johns Hopkins Medical School,2014,"Genome-wide mapping of yeast RNA polymerase II termination on minus strand in Nrd1p-FRB strain, with rapamycin",Genome-wide identification of transcription terminations sites; pA pathway and non-polyadenylation pathway in strains missing Sen1p or Nrd1p,NTR:,PAR-CLIP,OBI:0000895,total RNA extract,W303,GSE56435,Schaughnency_2014_PMID_25299594/track_files/Schaughency_2014_NrdPlusComp_norm_FullReadMinusStrand_V64.bw,,transcriptional regulation,transcriptional regulation,NrdPlusComp_norm_FullReadMinusStrand,Schaughency_2014_NrdPlusComp_norm_FullReadMinusStrand_V64
25299594,Schaughnency,"Corden, Jeffrey L.",Johns Hopkins Medical School,2014,"Genome-wide mapping of yeast RNA polymerase II termination on plus strand in Nrd1p-FRB strain, with rapamycin",Genome-wide identification of transcription terminations sites; pA pathway and non-polyadenylation pathway in strains missing Sen1p or Nrd1p,NTR:,PAR-CLIP,OBI:0000895,total RNA extract,W303,GSE56435,Schaughnency_2014_PMID_25299594/track_files/Schaughency_2014_NrdPlusComp_norm_FullReadPlusStrand_V64.bw,,transcriptional regulation,transcriptional regulation,NrdPlusComp_norm_FullReadPlusStrand,Schaughency_2014_NrdPlusComp_norm_FullReadPlusStrand_V64
25299594,Schaughnency,"Corden, Jeffrey L.",Johns Hopkins Medical School,2014,"Genome-wide mapping of yeast RNA polymerase II termination on minus strand in Rdp2p-FRB strain, with rapamycin",Genome-wide identification of transcription terminations sites; pA pathway and non-polyadenylation pathway in strains missing Sen1p or Nrd1p,NTR:,PAR-CLIP,OBI:0000895,total RNA extract,W303,GSE56435,Schaughnency_2014_PMID_25299594/track_files/Schaughency_2014_RpbPlusComp_norm_FullReadMinusStrand_V64.bw,,transcriptional regulation,transcriptional regulation,RpbPlusComp_norm_FullReadMinusStrand,Schaughency_2014_RpbPlusComp_norm_FullReadMinusStrand_V64
25299594,Schaughnency,"Corden, Jeffrey L.",Johns Hopkins Medical School,2014,"Genome-wide mapping of yeast RNA polymerase II termination on plus strand in Rdp2p-FRB strain, with rapamycin",Genome-wide identification of transcription terminations sites; pA pathway and non-polyadenylation pathway in strains missing Sen1p or Nrd1p,NTR:,PAR-CLIP,OBI:0000895,total RNA extract,W303,GSE56435,Schaughnency_2014_PMID_25299594/track_files/Schaughency_2014_RpbPlusComp_norm_FullReadPlusStrand_V64.bw,,transcriptional regulation,transcriptional regulation,RpbPlusComp_norm_FullReadPlusStrand,Schaughency_2014_RpbPlusComp_norm_FullReadPlusStrand_V64
25299594,Schaughnency,"Corden, Jeffrey L.",Johns Hopkins Medical School,2014,"Genome-wide mapping of yeast RNA polymerase II termination on minus strand in Sen1p-FRB strain, with rapamycin",Genome-wide identification of transcription terminations sites; pA pathway and non-polyadenylation pathway in strains missing Sen1p or Nrd1p,NTR:,PAR-CLIP,OBI:0000895,total RNA extract,W303,GSE56435,Schaughnency_2014_PMID_25299594/track_files/Schaughency_2014_SenPlusComp_norm_FullReadMinusStrand_V64.bw,,transcriptional regulation,transcriptional regulation,SenPlusComp_norm_FullReadMinusStrand,Schaughency_2014_SenPlusComp_norm_FullReadMinusStrand_V64
25299594,Schaughnency,"Corden, Jeffrey L.",Johns Hopkins Medical School,2014,"Genome-wide mapping of yeast RNA polymerase II termination on plus strand in Sen1p-FRB strain, with rapamycin",Genome-wide identification of transcription terminations sites; pA pathway and non-polyadenylation pathway in strains missing Sen1p or Nrd1p,NTR:,PAR-CLIP,OBI:0000895,total RNA extract,W303,GSE56435,Schaughnency_2014_PMID_25299594/track_files/Schaughency_2014_SenPlusComp_norm_FullReadPlusStrand_V64.bw,,transcriptional regulation,transcriptional regulation,SenPlusComp_norm_FullReadPlusStrand,Schaughency_2014_SenPlusComp_norm_FullReadPlusStrand_V64
25299594,Schaughnency,"Corden, Jeffrey L.",Johns Hopkins Medical School,2014,"Genome-wide mapping of yeast RNA polymerase II termination on minus strand in Ysh1p-FRB strain, with rapamycin",Genome-wide identification of transcription terminations sites; pA pathway and non-polyadenylation pathway in strains missing Sen1p or Nrd1p,NTR:,PAR-CLIP,OBI:0000895,total RNA extract,W303,GSE56435,Schaughnency_2014_PMID_25299594/track_files/Schaughency_2014_YshPlusComp_norm_FullReadMinusStrand_V64.bw,,transcriptional regulation,transcriptional regulation,YshPlusComp_norm_FullReadMinusStrand,Schaughency_2014_YshPlusComp_norm_FullReadMinusStrand_V64
25299594,Schaughnency,"Corden, Jeffrey L.",Johns Hopkins Medical School,2014,"Genome-wide mapping of yeast RNA polymerase II termination on plus strand in Ysh1p-FRB strain, with rapamycin",Genome-wide identification of transcription terminations sites; pA pathway and non-polyadenylation pathway in strains missing Sen1p or Nrd1p,NTR:,PAR-CLIP,OBI:0000895,total RNA extract,W303,GSE56435,Schaughnency_2014_PMID_25299594/track_files/Schaughency_2014_YshPlusComp_norm_FullReadPlusStrand_V64.bw,,transcriptional regulation,transcriptional regulation,YshPlusComp_norm_FullReadPlusStrand,Schaughency_2014_YshPlusComp_norm_FullReadPlusStrand_V64
20811459,Kertesz,"Segal, Eran",Weizmann Institute of Science,2010,"Record GSE22393 in the GEO database (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22393); represents  the merging (or rather, log-ratio-ing) the 7 lanes (4 experiments using the V1 nuclease, and 3 experiments using the S1 nuclease, see paper methods) of SOLiD sequence data against each other.",Kertesz et al. developed a novel method called Parallel Analysis of RNA Structure (PARS) for measuring RNA secondary structure genome-wide in S. cerevisiae.,NTR:0001003,PARS,OBI:0000869,polyA RNA extract,S288C,GSE22393,http://downloads.yeastgenome.org/published_datasets/Kertesz_2010_PMID_20811459/track_files/Kertesz_2010_merged_PARS_scores_V64.wig,RNA structure,RNA structure,RNA structure,RNA_secondary_structure_PARS_score,Kertesz_2010_merged_PARS_scores_V64
20811459,Kertesz,"Segal, Eran",Weizmann Institute of Science,2010,Record GSE22393 in the GEO database (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE22393); represents  the ~3000 yeast genes for which structural profiles were determined using PARS. Originating file: GSE22393_sce_transcriptome_global.tab.gz.,Kertesz et al. developed a novel method called Parallel Analysis of RNA Structure (PARS) for measuring RNA secondary structure genome-wide in S. cerevisiae.,NTR:0001003,PARS,OBI:0000869,polyA RNA extract,S288C,GSE22393,http://downloads.yeastgenome.org/published_datasets/Kertesz_2010_PMID_20811459/track_files/Kertesz_2010_PARS_gene_annotations_V64.gff3,RNA structure,RNA structure,RNA structure,RNAs_with_secondary_structure,Kertesz_2010_PARS_gene_annotations_V64
21697827,van Dijk,"Morillon, Antonin",Institut Curie,2011,XUT.List.tab provided by the authors (personal communication); contains a list of all 1658 Xrn1-sensitive unstable transcripts (XUTs) identified by the authors. Each XUT is defined by a xrn1_delta/WT log2 expression ratio higher significantly higher than the background (see methods for more detail).,"van Dijk et al. identified a novel class of regulatory non-coding RNAs, comprising of 1658 Xrn1 sensitive unstable transcripts (XUTs) found by strand-specific RNA-seq. The identified XUTs are RNA polymerase II dependent and polyadenylated and of these, 66% were antisense to ORFs.",OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,S288C,SRA030505,http://downloads.yeastgenome.org/published_datasets/van_Dijk_2011_PMID_21697827/track_files/van_Dijk_2011_XUTs_V64.gff3,RNA expression profiling,transcription,transcription,Xrn1-sensitive_unstable transcripts_XUTs,van_Dijk_2011_XUTs_V64
18451266,Nagalakshmi,"Snyder, Michael",Stanford University,2008,Supplementary table S4 found within the additional materials accompanying the publication from the Science website; represent predicted 3' UTR boundaries defined by RNA-seq.,Nagalakshmi et al. developed high-throughput sequencing based method for mapping transcribed regions (RNA-seq) and used it to generate a high-resolution transcriptome map of the budding yeast genome.,OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,S288C,GSE11209,http://downloads.yeastgenome.org/published_datasets/Nagalakshmi_2008_PMID_18451266/track_files/Nagalakshmi_2008_3UTRs_V64.gff3,gene structure,RNA structure,RNA structure,3'UTRs,Nagalakshmi_2008_3UTRs_V64
18451266,Nagalakshmi,"Snyder, Michael",Stanford University,2008,Supplementary table S4 found within the additional materials accompanying the publication from the Science website; represent predicted 5' UTR boundaries defined by RNA-seq.,Nagalakshmi et al. developed high-throughput sequencing based method for mapping transcribed regions (RNA-seq) and used it to generate a high-resolution transcriptome map of the budding yeast genome.,OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,S288C,GSE11209,http://downloads.yeastgenome.org/published_datasets/Nagalakshmi_2008_PMID_18451266/track_files/Nagalakshmi_2008_5UTRs_V64.gff3,gene structure,RNA structure,RNA structure,5'UTRs,Nagalakshmi_2008_5UTRs_V64
18451266,Nagalakshmi,"Snyder, Michael",Stanford University,2008,novel_annotations.track file found within the additional materials at the project website: http://snyderlab.stanford.edu/; represent novel gene predictions based on RNA-seq data.,Nagalakshmi et al. developed high-throughput sequencing based method for mapping transcribed regions (RNA-seq) and used it to generate a high-resolution transcriptome map of the budding yeast genome.,OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,S288C,GSE11209,http://downloads.yeastgenome.org/published_datasets/Nagalakshmi_2008_PMID_18451266/track_files/Nagalakshmi_2008_novel_genes_V64.gff3,gene structure,RNA structure,RNA structure,Unannotated_novel_genes,Nagalakshmi_2008_novel_genes_V64
18451266,Nagalakshmi,"Snyder, Michael",Stanford University,2008,known_introns.track file found within the additional materials at the project website: http://snyderlab.stanford.edu/; represent introns were detected by a computational algorithm applied to the RNA-seq data. Please refer to the authors' supplementary methods for further details.,Nagalakshmi et al. developed high-throughput sequencing based method for mapping transcribed regions (RNA-seq) and used it to generate a high-resolution transcriptome map of the budding yeast genome.,OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,S288C,GSE11209,http://downloads.yeastgenome.org/published_datasets/Nagalakshmi_2008_PMID_18451266/track_files/Nagalakshmi_2008_verified_introns_V64.gff3,gene structure,RNA structure,RNA structure,Verified_introns,Nagalakshmi_2008_verified_introns_V64
21145465,Ozsolak,"Milos, Patrice M.",Helicos BioSciences Corporation,2010,"Yeast_Polyadenylation_Site_marked.bed.gz provided by the authors at their supplementary site: http://open.helicosbio.com/mwiki/index.php/Datasets Note that a free account must be registered prior to accessing the data at this site. The original file coordinates were provided in the 0-based, open-ended BED format. Hence, the start coordinate in this file has been incremented by 1 to adjust to the 1-based GFF format by SGD.",Ozsolak et al. applied Direct RNA sequencing technology (DRS) on yeast and human poly(A)+ RNA to comprehensively map polyadenylation events globally in both species.,OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,Other,,http://downloads.yeastgenome.org/published_datasets/Ozsolak_2010_PMID_21145465/track_files/Ozsolak_2010_polyadenylation_sites_V64.gff3,gene structure,mRNA processing,mRNA processing,Polyadenylation_sites,Ozsolak_2010_polyadenylation_sites_V64
20796282,Yassour,"Regev, Aviv",Broad Institute,2010,Worksheet labelled AllUnits from Table S2 (Additional file 2) accompanying the original publication. These features represent putative antisense transcripts that satisfied the authors' criterion of covering >=25% of an opposite ORF.,"Yassour et al. created a strand-specific cDNA library from sequencing of RNA from mid-log phase budding yeast cells, finding 1,103 putative antisense transcripts.",OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,S288C,GSE21739,http://downloads.yeastgenome.org/published_datasets/Yassour_2010_PMID_20796282/track_files/Yassour_2010_all_putative_antisense_transcripts_V64.gff3,RNA expression profiling|Gene structure,transcription,transcription,Antisense_ncRNA,Yassour_2010_all_putative_antisense_transcripts_V64
19208812,Yassour,"Regev, Aviv",Broad Institute,2009,Supplementary table S2 at the authors' supplementary website: http://compbio.cs.huji.ac.il/RNASeq/SuppSite/Supp_Tables_files/SuppTable2_Catalog.xls; represent ab initio transcribed region predictions.,Yassour et al. devised a general approach for ab initio discovery of the complete transcriptome using RNA-seq and only the unannotated S. cerevisiae genome sequence to automatically construct a highly accurate transcript catalog.,OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Yassour_2009_PMID_19208812/track_files/Yassour_2009_transcribed_regions_V64.gff3,RNA expression profiling|Gene structure,transcription,transcription,Transcribed_regions,Yassour_2009_transcribed_regions_V64
19208812,Yassour,"Regev, Aviv",Broad Institute,2009,Additional Table A2 at the authors' supplementary website: http://compbio.cs.huji.ac.il/RNASeq/SuppSite/Supp_Tables_files/UTRs.xls; represent predicted 5' and 3' UTR boundaries.,Yassour et al. devised a general approach for ab initio discovery of the complete transcriptome using RNA-seq and only the unannotated S. cerevisiae genome sequence to automatically construct a highly accurate transcript catalog.,OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Yassour_2009_PMID_19208812/track_files/Yassour_2009_UTR_boundaries_V64.gff3,RNA expression profiling|Gene structure,transcription,transcription,5'and3'UTRs,Yassour_2009_UTR_boundaries_V64
21947206,Johnson,"Bentley, David",University of Colorado School of Medicine,2011,GSM761667_scer2_polya_wt-.bedGraph corresponding to GEO sample record GSM761667 supplied by the authors upon remapping to genome version V64 (UCSC sacCer3); contains RNA-seq read counts for sequenced 3'ends of polyA RNA from WT cells.,"Johnson et al. performed ChIP-chip and RNA-seq to examine the role of mRNA export adaptor Yra1 in 3'end processing and to investigate whether the interaction of Yra1 and Pcf11 influcences the assembly of the CF1A complex comprising of Rna14, Rna15, Pcf11 and Clp1.",OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,W303,GSE30703|GSE30706,http://downloads.yeastgenome.org/published_datasets/Johnson_2011_PMID_21947206/track_files/Johnson_2011_3prime_polyA_RNA_seq_C_V64.bedgraph,transcription regulation|gene structure,RNA structure,RNA structure,3prime_polyA_RNA_seq_C,Johnson_2011_3prime_polyA_RNA_seq_C_V64
21947206,Johnson,"Bentley, David",University of Colorado School of Medicine,2011,GSM761667_scer2_polya_wt-.bedGraph corresponding to GEO sample record GSM761667 supplied by the authors upon remapping to genome version V64 (UCSC sacCer3); contains RNA-seq read counts for sequenced 3'ends of polyA RNA from WT cells.,"Johnson et al. performed ChIP-chip and RNA-seq to examine the role of mRNA export adaptor Yra1 in 3'end processing and to investigate whether the interaction of Yra1 and Pcf11 influcences the assembly of the CF1A complex comprising of Rna14, Rna15, Pcf11 and Clp1.",OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,W303,GSE30703|GSE30706,http://downloads.yeastgenome.org/published_datasets/Johnson_2011_PMID_21947206/track_files/Johnson_2011_3prime_polyA_RNA_seq_W_V64.bedgraph,transcription regulation|gene structure,RNA structure,RNA structure,3prime_polyA_RNA_seq_W,Johnson_2011_3prime_polyA_RNA_seq_W_V64
21947206,Johnson,"Bentley, David",University of Colorado School of Medicine,2011,GSM761668_scer2_polya_wt-.bedGraph corresponding to GEO sample record GSM761668 supplied by the authors upon remapping to genome version V64 (UCSC sacCer3); contains RNA-seq read counts for sequenced 3'ends of polyA RNA from WT cells.,"Johnson et al. performed ChIP-chip and RNA-seq to examine the role of mRNA export adaptor Yra1 in 3'end processing and to investigate whether the interaction of Yra1 and Pcf11 influcences the assembly of the CF1A complex comprising of Rna14, Rna15, Pcf11 and Clp1.",OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,W303,GSE30703|GSE30706,http://downloads.yeastgenome.org/published_datasets/Johnson_2011_PMID_21947206/track_files/Johnson_2011_3prime_polyA_Yra1_depleted_RNA_seq_C_V64.bedgraph,transcription regulation|gene structure,RNA structure,RNA structure,3prime_polyA_Yra1_depleted_RNA_seq_C,Johnson_2011_3prime_polyA_Yra1_depleted_RNA_seq_C_V64
21947206,Johnson,"Bentley, David",University of Colorado School of Medicine,2011,GSM761668_scer2_polya_wt-.bedGraph corresponding to GEO sample record GSM761668 supplied by the authors upon remapping to genome version V64 (UCSC sacCer3); contains RNA-seq read counts for sequenced 3'ends of polyA RNA from WT cells.,"Johnson et al. performed ChIP-chip and RNA-seq to examine the role of mRNA export adaptor Yra1 in 3'end processing and to investigate whether the interaction of Yra1 and Pcf11 influcences the assembly of the CF1A complex comprising of Rna14, Rna15, Pcf11 and Clp1.",OBI:0001271,RNA-seq assay,OBI:0000869,polyA RNA extract,W303,GSE30703|GSE30706,http://downloads.yeastgenome.org/published_datasets/Johnson_2011_PMID_21947206/track_files/Johnson_2011_3prime_polyA_Yra1_depleted_RNA_seq_W_V64.bedgraph,transcription regulation|gene structure,RNA structure,RNA structure,3prime_polyA_Yra1_depleted_RNA_seq_W,Johnson_2011_3prime_polyA_Yra1_depleted_RNA_seq_W_V64
23390610,Waern,"Snyder, Michael",Stanford University,2013,Differentialy expressed genes in Alpha Factor,Differentialy expressed genes under 17 different growth conditions of the budding yeast genome using RNA-seq and DE-seq analysis.,OBI:0001271,RNA-seq assay,OBI:0000880,RNA extract,S288C,,http://downloads.yeastgenome.org/published_datasets/Waern_2013_PMID_23390610/track_files/Waern_2013_AlphaFactor.gff3,RNA expression profiling,stress|heat shock|carbon utilization|nutrient utilization|osmotic stress|oxidative stress|phosphorus utilization,nutirient utilization and stress,AlphaFactor,AlphaFactor
